Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6377","PU65_18105",,"139",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB10","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,23,80,98,"3.11733e-31"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97216","Escherichia coli VREC1376","fig|562.97216.peg.4810",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57176","Escherichia coli strain 24742_1#153","fig|562.57176.peg.5150",,,"ABG56269.1","Citrobacter freundii","QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,99,"1e-130"
"K-mer Search","Antibiotic Resistance","PATRIC","562.42702","Escherichia coli strain 279","fig|562.42702.peg.5056",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.31458","Escherichia coli strain KCRI-115 strain R0004_115","fig|562.31458.peg.4851",,,"ABC86904.1","Klebsiella pneumoniae","QnrB1","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,99,"1e-130"
"BLAT","Antibiotic Resistance","NDARO","562.57468","Escherichia coli strain PB29","fig|562.57468.peg.4479",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.73357","Escherichia coli strain BB1410","fig|562.73357.peg.5362","JFD_05234",,"WP_012579084.1","Enterobacterales","pipB2_2","Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"BLAT","Antibiotic Resistance","CARD","562.45594","Escherichia coli strain EC_76","fig|562.45594.peg.3241","EXX72_20000",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,99,"1e-128"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57449","Escherichia coli strain PB203","fig|562.57449.peg.5191",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97496","Escherichia coli VREC1618","fig|562.97496.peg.5089","AML26_26700",,"5919",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB76","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,99,"3.31355e-170"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57418","Escherichia coli strain W2_13_ERG9","fig|562.57418.peg.4770",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.97120","Escherichia coli VRES1349","fig|562.97120.peg.4453",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.7696","Escherichia coli strain 504225_aEPEC","fig|562.7696.peg.4629","ERS085369_04552",,"381",,"pipB2","Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57389","Escherichia coli strain W1_5_ERP10B","fig|562.57389.peg.4518",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.58774","Escherichia coli strain ENV190","fig|562.58774.peg.4662",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.97019","Escherichia coli VREC1122","fig|562.97019.peg.4977",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97110","Escherichia coli VRES1354","fig|562.97110.peg.4401",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.145012","Escherichia coli PT_EC0214","fig|562.145012.peg.5227",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.23166","Escherichia coli NA:H19 strain ECO0783","fig|562.23166.peg.4748",,,"ABG56870.1","Klebsiella pneumoniae",,"Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.56854","Escherichia coli strain 52-16","fig|562.56854.peg.3583","PU65_24295",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57456","Escherichia coli strain PB303","fig|562.57456.peg.2376",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.58777","Escherichia coli strain ENV225","fig|562.58777.peg.4805",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.100912","Escherichia coli 4a800a88-7bb9-11e9-a8d3-68b59976a384","fig|562.100912.peg.4684",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.42679","Escherichia coli strain 222","fig|562.42679.peg.5057",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.135575","Escherichia coli MGL_118","fig|562.135575.peg.4732",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.57449","Escherichia coli strain PB203","fig|562.57449.peg.5191",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.97108","Escherichia coli VRES1350","fig|562.97108.peg.4434",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.58771","Escherichia coli strain ENV68","fig|562.58771.peg.4622",,,"417",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB6","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.34748e-170"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.22521","Escherichia coli O166:H15 strain ECO0095","fig|562.22521.peg.4715",,,"5919",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB76","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,99,"3.31355e-170"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57415","Escherichia coli strain W2_11_ERG1","fig|562.57415.peg.3813",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.45660","Escherichia coli strain EC_38","fig|562.45660.peg.4560","EXX38_24370",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.57377","Escherichia coli strain PB532","fig|562.57377.peg.4812",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57439","Escherichia coli strain W3_1_ERB5","fig|562.57439.peg.1114",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.144911","Escherichia coli MGL_106","fig|562.144911.peg.4675",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57241","Escherichia coli strain 24742_1#352","fig|562.57241.peg.4565",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57490","Escherichia coli strain PB305","fig|562.57490.peg.4000",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42733","Escherichia coli strain 399","fig|562.42733.peg.4947",,,"1832",,,"Pentapeptide repeat protein QnrB family","QnrS2","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"3.11406e-166"
"K-mer Search","Antibiotic Resistance","PATRIC","562.73358","Escherichia coli strain BB1402","fig|562.73358.peg.5743","JFD_05543",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.57241","Escherichia coli strain 24742_1#352","fig|562.57241.peg.4565",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.145372","Escherichia coli 20200203_MGL_04","fig|562.145372.peg.5133",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.20499","Escherichia coli strain AR_0162","fig|562.20499.peg.5051","AM408_00610",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.100014","Escherichia coli 8b1c8fea-7bb8-11e9-a8d3-68b59976a384","fig|562.100014.peg.4544",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.45665","Escherichia coli strain EC_12","fig|562.45665.peg.3894","EXX14_21080",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.58736","Escherichia coli strain 15062645","fig|562.58736.peg.5107",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.135591","Escherichia coli 20200203_MGL_12","fig|562.135591.peg.5026",,,"WP_012579084.1","Enterobacterales",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57465","Escherichia coli strain PB412","fig|562.57465.peg.4901",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.42741","Escherichia coli strain 412","fig|562.42741.peg.5041",,,"ABC17630.2","Escherichia coli","QnrB4","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-124"
"BLAT","Antibiotic Resistance","NDARO","562.135579","Escherichia coli MGL_1560","fig|562.135579.peg.5080",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.97496","Escherichia coli VREC1618","fig|562.97496.peg.5089","AML27_22465",,"WP_063866276.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57468","Escherichia coli strain PB29","fig|562.57468.peg.4479",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57427","Escherichia coli strain W2_5_ERB8","fig|562.57427.peg.5023",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.5916",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"BLAT","Antibiotic Resistance","NDARO","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6177",,,"WP_004193258.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB4","",,,,27,83,100,"3e-28"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97496","Escherichia coli VREC1618","fig|562.97496.peg.5089",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.42668","Escherichia coli strain 196","fig|562.42668.peg.4273",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57458","Escherichia coli strain PB207","fig|562.57458.peg.4698",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.144942","Escherichia coli 20200203_MGL_12","fig|562.144942.peg.5025",,,"1987",,,"Pentapeptide repeat protein QnrB family","QnrA1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"6.38938e-163"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.22979","Escherichia coli O6:H1 strain ECO0602","fig|562.22979.peg.5274",,,"1987",,,"Pentapeptide repeat protein QnrB family","QnrA1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"6.38938e-163"
"BLAT","Antibiotic Resistance","NDARO","562.57383","Escherichia coli strain W1_1_2_ERB1","fig|562.57383.peg.4860",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.97496","Escherichia coli VREC1618","fig|562.97496.peg.5089",,,"WP_063866276.1","Enterobacter cloacae",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","quinolone resistance pentapeptide repeat protein QnrB7","",,,,100,94,100,"1e-124"
"BLAT","Antibiotic Resistance","CARD","562.57432","Escherichia coli strain W3_1_ERB1","fig|562.57432.peg.4911",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57419","Escherichia coli strain W2_4_ERB4","fig|562.57419.peg.4623",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6367","PU65_18105",,"139",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB10","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,16,100,97,"1.00777e-20"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57176","Escherichia coli strain 24742_1#153","fig|562.57176.peg.5150",,,"139",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB10","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57461","Escherichia coli strain W2_15_ERB1","fig|562.57461.peg.4880",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97017","Escherichia coli VREC1123","fig|562.97017.peg.4982",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57379","Escherichia coli strain PB514","fig|562.57379.peg.4963",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97100","Escherichia coli VREC1233","fig|562.97100.peg.4427",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57441","Escherichia coli strain F1_7_ERB1","fig|562.57441.peg.4706",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,84,100,100,"1e-109"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.73358","Escherichia coli strain BB1402","fig|562.73358.peg.5743","JFD_05543",,"1987",,"pipB2_2","Pentapeptide repeat protein QnrB family","QnrA1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"6.38938e-163"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57439","Escherichia coli strain W3_1_ERB5","fig|562.57439.peg.1114",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.145012","Escherichia coli PT_EC0214","fig|562.145012.peg.5227",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.58703","Escherichia coli strain 14036998","fig|562.58703.peg.4675",,,"WP_003020537.1","Citrobacter",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB38","",,,,100,100,100,"1e-123"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.31458","Escherichia coli strain KCRI-115 strain R0004_115","fig|562.31458.peg.4851",,,"WP_014386481.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97120","Escherichia coli VRES1349","fig|562.97120.peg.4453",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42665","Escherichia coli strain 190","fig|562.42665.peg.5307",,,"975",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"9.84351e-160"
"BLAT","Antibiotic Resistance","CARD","562.58703","Escherichia coli strain 14036998","fig|562.58703.peg.4675",,,"AEL00461.1","Citrobacter freundii","QnrB38","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-123"
"BLAT","Antibiotic Resistance","CARD","562.57400","Escherichia coli strain W2_10_ERB1","fig|562.57400.peg.3936",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.59225","Escherichia coli strain PBIO1937","fig|562.59225.peg.4361",,,"WP_001749994.1","Enterobacterales",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB6","",,,,100,94,100,"1e-124"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100757","Escherichia coli 9d8376da-7bb8-11e9-a8d3-68b59976a384","fig|562.100757.peg.4708","AWG93_16765",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57467","Escherichia coli strain PB98","fig|562.57467.peg.5317",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
